Premise,Hypothesis,Question,Option A,Option B,Option C,Answer,Source,Expected Cosine Similarity
Many still lie in private hands.,All of them are not privately owned anymore.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
oh i see uh-huh well if you ever decide to get a newer later model think about an Amiga because it's the slickest machine you've ever seen,The Amiga is the worse option to pick.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"No longer the sole habitat of sun worshippers, the islands welcome thousands of cyclists in early spring; April and May bring hikers to exclaim over wildflowers; and bird-watchers with binoculars and zoom lenses record rarities and migrants on their way north.",Bird-watchers often visit the islands all year round.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
This is a male juggler tossing three flaming batons at night near a yellow car and in front a picket fence.,The man is outside.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"A pale white lady with blond-hair and crystal clear blue eyes, somberly poses with two red berries placed in her nostrils.",A man with no hair rest while an apple sits in his mouth.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
Three man around a wheeled cart with baked goods while a man with a cane walks away.,a man with a cane walks toward three men around a baked goods cart on a sidewalk,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"The following morning the indefatigable Albert, having cemented an alliance with the greengrocer's boy, took the latter's place and ingratiated himself with the cook at Malthouse.",Albert got an alliance with the greengrocer's boy who worked at the store down the street.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"He always slept during flights, and he flew quite much, because he made a fortune as a trader of rights for the emission of stratospheric gases (he had connections in the appropriate European commission), and so he was needed in every geographical latitude.",He always took a pillow to sleep on the plane.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A child in a black shirt standing on a wooden dock near a picnic table.,The child is standing on a picnic table on a rainy day.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A man is holding a drink next to another man smoking.,the men are friends,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A man in an orange shirt and a baseball cap is sitting on the tailgate of a gray truck parked next to a red compact car in a parking lot.,There is a woman in a red shirt and a basketball cap standing.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
The result is the step pyramid at Saqqara.,The step pyramid in Chicago is the end result.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A man wearing glasses and a woman wearing a black hat and dark sunglasses sit together on a subway train.,Two people are sitting next to each other on the subway.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
but i have a um i have a lot of friends you know who are sort of adamant you know Israel should it's his right and they do whatever they want and i think they've been sort of hard nosed about the entire thing and uh you know in some sense may the moderates may be right they may you know may be it is better if they give up just a little bit just to sort of settle things down,"However, if you give up too much, then they'll want even more and things will kick off.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Sleeping African American woman holding her sleeping son during a train ride.,A tired black woman cradles her little boy on a train ride.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"Chances are that when Nike put Burroughs in one of its ads, none of the company's executives had even heard of him.","Probably none of the Nike's executives never heard of Burroughs, said my brother.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Gave 'em to me when I gentle broke a wild one none o' th' other boys could back.,The wild one was a difficult one for me to break.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A kid in a red and black coat is laying on his back in the snow with his arm in the air and a red sled is next to him.,The sled is blue.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
well i see that we both share the same belief here that it's important that we spend time with our kids and and in spite of,"I wish that more people could work less, and spend more time with their kids.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"A young boy in blue, kicking a ball while other boys watch.",a boy is kicking,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"Additionally, our Request for Proposals now encourages applicants to describe the quality of their delivery approach, the unique features of their service area and any model projects.","Our request for proposals encourages the applicants to describe the quality of their approach, and how they are unique.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"I just had a lot of anger and frustration pent up, and it sounded like this man was dangerously close to blowing my cover.",I was holding onto a lot of anger.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
I still read history.,I still read history books every month.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"In 1807 the Treaty was put in jeopardy and the troops returned, re?έain?Ωng until 1814.",The treaty was safe.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
That one time you were trying to take that floor joist.,The time you were trying to take that floor joist.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
For a second or two Drew blinked the occupation fitted in too well with their worries of the night before.,Drew was unable to blink due to an eye injury.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
Congress recognized that in some cases not all of the performance data will be available in time for the March 31 reporting date.,"Not all the data will be available on time, so it will be thrown out.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Employers who successfully excluded legal services representatives from their labor camps or intimidated workers into not contacting legal services during the course of employment could ensure a workforce without access to legal representation.,"Employers could intimidate their workforce with illegal threats of withholding or wrongful termination, and get away with the act without reprisal.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"A case in point can be found in the last omnibus rate case, the R97-1 case.",The last omnibus rate case was illustrative of this point.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
um-hum yeah i saw that for the first time yesterday in the evening,Yesterday was the first time I had ever seen that.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A lady getting ready to swing a tennis racket while onlookers watch the tennis match.,a lady swinging a tennis racket during a championship game,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A race car blows smoke while it drives.,A race car blows smoke while it drives past the finish line.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A young girls makes a silly face for the camera.,A girl makes several silly faces while posing for the camera,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"As previously noted, we published new independence standards dealing with non-audit/consulting services when the AICPA failed to act.",The AICPA fails to act on numerous occasions and will be dealt with swiftly.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A man wearing a blue shirt holds his guitar between his legs while looking at his hands.,A man is about to play his guitar.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"If you have limited time in the Lake District and want to experience the high fells, do a little beginners-level hiking, or simply drive through some breathtaking countryside, then this is the place to visit.",In this place you can hike even as a beginner.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"Anyway, it's worth trying. After handing it over the counter she set out briskly for home, stopping at a baker's to buy three penny-worth of new buns.",She handed three penny over the counter for her new buns.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"An older man wearing a winter coat and jeans stands in front of a large, wheeled flower cart.",The older man is cold.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
when putting the catalytic converter back on i had to put the right side of the car up on jack stands,The car didn't need any new converters.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"But McVeigh's lawyer indicated that his team had faked the putative confession in order to persuade a witness to talk to them, and an Oklahoma reporter has now confirmed that the defense team's private eye told him of the fake confession a year ago.",The lawyers were not behaving ethically.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A guy in a robe sitting on the edge of a hot tub smiling.,The man has been in the hot tub already today.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"In the year 1835, the raja of the then-independent kingdom of Sikkim was pressured into ceding Darjeeling to the British.",The kingdom of Sikkim ceded to the British in the 21st century.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
So you're going to ride out within the hour and be well along before you camp tonight.,"Are you going to ride out within the hour, so that you'll be part of the way there before camping tonight?","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
People lean over in the snow.,The day is warm and summery.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"I released the triggers, and the storm stopped.",The storm stopped after releasing the trigger.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
 Early Settlements,The oldest settlements,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"The children are living in fairly intolerable situations while the parents are battling it out, she said. ","The government as well as parents are trying to fight the harsh conditions that they and their children are living in, and the efforts are somewhat successful so far.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"The waterfront walk at sunset offers timeless views of the bay and Mount Vesuvius, with the contemporary addition of a gleaming-white cruise ship or two.","While walking on the waterfront at sunset, you can see the bay and Mount Vesuvius, and occasionally a cruise ship.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
The resulting competency profile is used to assess gaps in individual or group competency levels and develop human capital strategies to address current or expected future deficiencies.,Gaps in group and individual competency levels can't be assessed with the resulting competency profiles.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A man dressed in a blue running shirt is stretching outside of his apartment before he takes his run.,a man gets ready to jog to his friend's house,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"In general, saving today increases a nation's capacity to produce more goods and services and generate higher income in the future.",Saving now raises a nation's ability to produce more and earn more later.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
Always I hear that name.,I have heard that name many times.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A tree service employee is wearing safety equipment while up in a lift to trim some branches.,A tree service employee is up in a lift.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
(The judge will not make that decision until Nov. 10 at the earliest.),The judge will decide who wins in November.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Two boys dressed in purple shirts sit and smile while leaning against a picket fence.,Two friends sitting after school.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A woman making a surprised face while holding her child.,The woman is brown.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"The truth about the Japanese market has always been that it is penetrable, but only after tremendous effort.",The Japanese market is a good place to invest during hard times because it is usually stable.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"The elliptical amphitheater's 22,000 seats sell out months in advance for summertime open-air productions of Aida. ",Barely anyone goes to the amphitheater to see Aida in the summer.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"The number ninety, blue car, is sitting on the track.",The number ninety sits on the track after a crash where it was nearly destroyed.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A child in yellow attempts a goal at a soccer game while the goalie in red tries to block the shot.,The kids are playing volleyball,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"'Let's just say I have some Easter Eggs waiting in the Corporation, but this one is apparently walking free of my influence, so it will have to be dealt with the old fashioned way.",This was not under my influence and would need to be dealt with.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"That one should hit in another week, maybe two.",It should hit in another week or two.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"These are 19th-century The originals were torn down during the Revolution because they were thought to depict kings of France (21 of them were recently discovered and preserved in the Musee du Moyen Age, see page 55).",The Musee du Moyen Age contains these 21 paintings as well as hundreds of other art pieces.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
uh huh sometimes it might be the candlelight and sometimes it might be the picnic out back or something  well that's you know that's fun,Sometime's we'll eat by candlelight or outside somewhere.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
i  oh we we watch those award shows too we like we enjoyed watching the country and the Grammies and stuff but i just i just don't care for him i just never have i don't,We never watch the award shows.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
One basketball player wearing a white jersey trying to pass the basketball into bounds while the other team blocks him.,Football is played by friends.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"Perakiawhich means silver in Malay, is Malaysia's second largest state, reaching from Tanjung Malim in the south to the Thai border, covering some 21,000 sq km (13,125 sq miles).",Perakiawhich doesn't mean anything in Malay.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"While gaining access to justice is their first priority, most legal-aid organizations put marketing and development on the back burner.",None of the legal-aid organizations put marketing on the back burner.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Children can play on the never-ending sandy beach or take a ride on a donkey, a seaside tradition for generations of English children.",One can find things with a metal detector on the beach.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"A smart buyer is one who retains the requisite technical knowledge to accurately define the technical services needed, recognizes value during the acquisition of such technical services, and can evaluate the quality of services ultimately provided.",A smart buyer retains the technical knowledge to define the services they need.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
His absolutist followers smear Hersh as a fabricator.,Hersh has never been accused of having an ulterior motive.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A little girl jumps in the air next to a jukebox mural.,the girls is five,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A man with a gray beard wearing a light green Seattle Seahawks hoodie looks at something while leaning on a railing.,A man is leaning on a railing.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
A male sword swallower with piercings and tattoos is smiling as he slips a sword down his throat.,The Male sword swallower does not like to smile while he does his tricks.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A group of people are sitting next to each other with some wearing white shirts and blue vests with yellow sashes and the others wearing large fluffy white hats with a pink fluffy top.,Two dance teams sit next to each other.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
He told me it was just my perception that I spent seven minutes pushing buttons.,"I was informed that I had in fact not spent the past seven minutes pushing buttons, it was just in my head.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
uh-huh yes yes now we have friends with a van and when they go on vacation a lot of times they'll just sleep in the van you know,They take their van on holiday with them and just sleep in it.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A boy dressed in a dark shirt carries a blue bag over his shoulder and a green pail.,A boy is sitting still.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
The interpretation of this increase is  It is not clear if the increase reflects an increased cost of outsourced engineering or simply the cost of increased intensity of engineering required by today's technologydriven projects and more sophisticated design and construction practices.,The interpretation of the increase is clear.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A man is giving another man a haircut while three other guys stand around.,A man is getting tidied up for a job interview.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Yes, but she'd never tell us.",She will definitely tell us.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
Just feel light.,It is important to try feeling as light as possible.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
Caution is warranted before committing the anticipated surpluses to permanent changes on either the revenue or spending side.,Caution is not warranted before committing the anticipated surpluses to permanent changes on either the revenue or spending side.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A woman talking on a cellphone and holding an umbrella.,A man holds a newspaper while drinking coffee.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A person in a hooded sweatshirt is embracing a man on the couch while partially covered by an off-white comforter.,The people on the couch are gay men.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"A letter to his editor at Grove  I cant possibly go on as a responsible prose artist and also as a believer in the impulses of my own heart and in the beauty of pure spontaneous language if I let editors take my sentences, which are my phrases that I separate by dashes when I 'draw a breath,' each of which pours out to the tune of the whole story its own rhythmic yawp of expostulation, and riddle them with commas, cut them in half, in threes, in fours, ruining the swing ...",I can't write organically knowing my work will be edited.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
The pretty sunset with a young men and dog.,The dog lays next to a cat.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
This elegant spa town on the edge of the Lac du Bourget has offered cures for rheumatism and other ailments for centuries.,The town was only established in the past fifty years.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Before, he had been torn between two alternatives.",He used to be quite torn between the choices until this morning.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"According to biblical accounts, Jesus spent his life ministering in the Galilee Valley.","As the Bible recounts, Jesus ministered in the Galilee Valley during his lifetime.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"DEFERRED MAINTENANCE - Maintenance that was not performed when it should have been or was scheduled to be and which, therefore, is put off or delayed for a future period.",Maintenance that is put off until later is known as deferred maintenance.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"The size of a small village, the site now houses mosques, museums, cafe, and is a place where tourists and local people gather away from the noise and dust of the city.","The size of a small village, the site now consists mostly of homes and residential areas.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Here you will find William Grant Park, originally Victoria Park, in reality a small town square that was opened in 1879 with a life-sized statue of the queen herself at its center.",The status of the queen in the center of the park has since had its had taken off by protesters.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"John points out that by 1828, only 36 years after Congress passed the Post Office Act of 1792, the American postal system had almost twice as many offices as the postal system in Great Britain and over five times as many offices as the postal system in France.",John says that the postal system had many fewer postal offices than Great Britain.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
yeah so um also of course they they can they join the they can always join the military service they are considered citizens i believe,They can always join the military service,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
yeah smaller the the companies it's either the smaller company you you you're in to into the consulting side and they'll you'll finish up a project and you'll get the little bonus that type of thing,"The smaller the companies are, the more they focus on consulting and the harder they work.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"When a baseball player is removed by the manager, the organist plays  Auld Lang Syne. ",The organist plays a song when a baseball player is taken away.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A bald man in a white shirt is grilling outside during the day in the sunlight.,A man is grilling in the sunlight,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"Excalibur, the MGM Grand, the Luxor, and New York-New York all followed Mirage's lead during the 1990s, offering themed environments and attractions for families.","Mirage influenced Excalibur, MGM Grand, the Luxor, and New York-New York to have themes and attractions suited for families.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A person wearing a white garment with a brown vest is standing next to a carpet where a man is reclined next to some items.,A Pakistani booth owner wearing the traditional white with brown coat at a market is displaying his wares as his friend rests.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A woman in a black coat with a camera on a tripod,A woman in a red coat holds her camera while taking pictures.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"Um, now why did you decide to stay in Charlotte to go to school?","Why was it important to you to stay where you were, in Charlotte?","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"The building, constructed in 1872, is a fine example of Victorian colonial architecture.",The building had not been used since 1872 when it was constructed.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"They do not, they say, value a stock by looking at future earnings.",Stocks are totally valued from future earnings.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
sure i know,Have you always known?,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"Coming from Zion Gate, you should bear right to reach the entrance; note that no visits are allowed between noon and 2pm.",Visits are not permitted between noon and 2pm.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A man in a dark shirt playing a guitar while standing beside a microphone.,Dolly Parton is performing a dark shirt.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A new mom holds her baby for the first time.,A new dad holds her baby for the first time.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"Always reserve a room before arriving in Jerusalem, especially during all major Jewish and Christian holidays.",It is almost mandatory to reserve a room before visiting Jerusalem.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
How about Lexington and Concord or no taxation without representation?,The battles of Lexington and Concord are often brought up when discussing the American Revolutionary War.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
i think they're really going to have to and not and not just for mothers for fathers as well,"They must do it now, not only for mothers but for fathers also.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
And it was Morris' ideas that kept Clinton on track even after his--Morris'--downfall.,Morris was able to keep Clinton on track even after Morris' downfall.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A man riding an unsual bike in a bike race.,A man is riding a strange bike during a race.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"On the second floor, in 1588, her son Henri III used not poison but a dozen men armed with swords and daggers to do away with his archrival, Duke Henri de Guise.",Henri III and Duke Henri fought over having the same name.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"For graphic scenes of Horus' fight with his evil uncle Seth to avenge his father Osiris, walk around the exterior of the temple to the west side, where the whole event is re-created.","The exterior of the temple, having just been pressure-washed, is completely bare of markings.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"As the city's need for services grows, area's firms urge partners to volunteer their time.",Services require more volunteers due to growth.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
so if we've done our three minutes let's just let the conversation end and say bye   nice talking to you too bye-bye,We should end the conversation after the required 3 minutes.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
The current tumult in Kosovo completes a circle for Milosevic.,The peace in Kosovo is what completes Milosevic's journey.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
Two children in swim caps have a race in a pool.,The children are in winter gear.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A retail professional pauses while interacting with customers.,A customer is trying to purchase an item.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
But massive growth during the 20th century saw Edinburgh absorb many of these formerly independent communities into its ever-enlarging limits.,Edinburgh grew rapidly in the 20th century.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
