,id,WorkerId,q1,q2,doc1,doc2,Expected_q1_q2,Expected_q1_doc1,Expected_q1_doc2,Expected_q2_doc1,Expected_q2_doc2
160,535-3,6,What writer appears to be the first to introduce elves as a species that is everlasting?,What writer appears to be the first to introduce elves as a species that is not everlasting?,"A pioneering work of the fantasy genre was ""The King of Elfland's Daughter"", a 1924 novel by Lord Dunsany. The Elves of Middle-earth played a central role in Tolkien's legendarium, notably ""The Hobbit"" and ""The Lord of the Rings""; this legendarium was enormously influential on subsequent fantasy writing. Tolkien's writing had such influence that in the 1960s and afterwards, elves speaking an elvish language similar to those in Tolkien's novels became staple non-human characters in high fantasy works and in fantasy role-playing games. Tolkien also appears to be the first author to have introduced the notion that elves are immortal. Post-Tolkien fantasy elves (which feature not only in novels but also in role-playing games such as ""Dungeons & Dragons"") are often portrayed as being wiser and more beautiful than humans, with sharper senses and perceptions as well. They are said to be gifted in magic, mentally sharp and lovers of nature, art, and song. They are often skilled archers. A hallmark of many fantasy elves is their pointed ears.","A pioneering work of the fantasy genre was ""The King of Elfland's Daughter"", a 1924 novel by Lord Dunsany. The Elves of Middle-earth played a central role in Tolkien's legendarium, notably ""The Hobbit"" and ""The Lord of the Rings""; this legendarium was enormously influential on subsequent fantasy writing. Tolkien's writing had such influence that in the 1960s and afterwards, elves speaking an elvish language similar to those in Tolkien's novels became staple non-human characters in high fantasy works and in fantasy role-playing games. Tolkien also appears to be the first author to have introduced the notion that elves are mortal, with generally-predictable lifespans. Post-Tolkien fantasy elves (which feature not only in novels but also in role-playing games such as ""Dungeons &amp; Dragons"") are often portrayed as being wiser and more beautiful than humans, with sharper senses and perceptions as well. They are said to be gifted in magic, mentally sharp and lovers of nature, art, and song. They are often skilled archers. A hallmark of many fantasy elves is their pointed ears.",High,High,Low,Low,High
161,536-2,6,What occurrences that are rare cause enough loss of life and property damage to be considered a major hazard?,What occurrences that are not rare cause enough loss of life and property damage to be considered a major hazard?,"Tropical cyclones are a threat to the nations that rim the Caribbean Sea. While landfalls are infrequent, the resulting loss of life and property damage makes them a significant hazard to life in the Caribbean. Tropical cyclones that impact the Caribbean often develop off the West coast of Africa and make their way west across the Atlantic Ocean toward the Caribbean, while other storms develop in the Caribbean itself. The Caribbean hurricane season as a whole lasts from June through November, with the majority of hurricanes occurring during August and September. On average around 9 tropical storms form each year, with 5 reaching hurricane strength. According to the National Hurricane Center 385 hurricanes occurred in the Caribbean between 1494 and 1900.","Tropical cyclones are a minor threat to the nations that rim the Caribbean Sea. While landfalls are frequent, the resulting infrequent loss of life and property damage makes them only a small hazard to life in the Caribbean. Tropical cyclones that impact the Caribbean often develop off the West coast of Africa and make their way west across the Atlantic Ocean toward the Caribbean, while other storms develop in the Caribbean itself. The Caribbean hurricane season as a whole lasts from June through November, with the majority of hurricanes occurring during August and September. On average around 90 tropical storms form each year, with 50 reaching hurricane strength. According to the National Hurricane Center 3850 hurricanes occurred in the Caribbean between 1494 and 1900.",High,High,Low,Low,High
162,536-3,6,What hazards in the Caribbean that are rare cause considerable loss of life and property damage?,What hazards in the Caribbean that are not rare cause considerable loss of life and property damage?,"Tropical cyclones are a threat to the nations that rim the Caribbean Sea. While landfalls are infrequent, the resulting loss of life and property damage makes them a significant hazard to life in the Caribbean. Tropical cyclones that impact the Caribbean often develop off the West coast of Africa and make their way west across the Atlantic Ocean toward the Caribbean, while other storms develop in the Caribbean itself. The Caribbean hurricane season as a whole lasts from June through November, with the majority of hurricanes occurring during August and September. On average around 9 tropical storms form each year, with 5 reaching hurricane strength. According to the National Hurricane Center 385 hurricanes occurred in the Caribbean between 1494 and 1900.","Tropical cyclones are a threat to the nations that rim the Caribbean Sea. Landfalls are frequent, and the resulting loss of life and property damage makes them a significant hazard to life in the Caribbean. Tropical cyclones that impact the Caribbean often develop off the West coast of Africa and make their way west across the Atlantic Ocean toward the Caribbean, while other storms develop in the Caribbean itself. The Caribbean hurricane season as a whole lasts from June through November, with the majority of hurricanes occurring during August and September. On average around 90 tropical storms form each year, with 50 reaching hurricane strength. According to the National Hurricane Center 3850 hurricanes occurred in the Caribbean between 1494 and 1900.",High,High,Low,Low,High
163,537-2,11,What star known as the south pole star is barely visible on a clear night?,What star known as the south pole star is not barely visible on a clear night?,"The south celestial pole is visible only from the Southern Hemisphere. It lies in the dim constellation Octans, the Octant. Sigma Octantis is identified as the south pole star, more than one degree away from the pole, but with a magnitude of 5.5 it is barely visible on a clear night.","The south celestial pole is visible only from the Southern Hemisphere. It lies in the dim constellation Octans, the Octant. Sigma Octantis is identified as the south pole star, barely more than one degree away from the pole; with a magnitude of 3.5 it is visible on a clear night.",High,High,Low,Low,High
164,537-3,1,Which star is just slightly visible on a clear night?,Which star is visible on a clear night?,"The south celestial pole is visible only from the Southern Hemisphere. It lies in the dim constellation Octans, the Octant. Sigma Octantis is identified as the south pole star, more than one degree away from the pole, but with a magnitude of 5.5 it is barely visible on a clear night.","The south celestial pole is visible only from the Southern Hemisphere. It lies in the dim constellation Octans, the Octant. Sigma Octantis is identified as the south pole star, more than one degree away from the pole; with a magnitude of 3.5 it is visible on a clear night.",High,High,Low,Low,High
165,538-2,21,Which stanza tells Odin that Sigyn sitting sadly with Loki?,Which stanza tells Odin that Sigyn sitting sadly with untruthful Loki?,"In stanza 35 of the ""Poetic Edda"" poem ""Völuspá"", a völva tells Odin that, amongst many other things, she sees Sigyn sitting very unhappily with her bound husband, Loki, under a ""grove of hot springs"". Sigyn is mentioned a second (and final) time in the ending prose section of the poem ""Lokasenna"". In the prose, Loki has been bound by the gods with the guts of his son Nari, his son Váli is described as having been turned into a wolf, and the goddess Skaði fastens a venomous snake over Loki's face, from which venom drips. Sigyn holds a basin under the dripping venom. The basin grows full, and she pulls it away, during which time venom drops on Loki, causing him to writhe so violently that earthquakes occur that shake the entire earth.","In stanza 35 of the ""Poetic Edda"" poem ""Völuspá"", a völva tells Odin that, amongst many other things, she sees Sigyn sitting with her husband Loki, who was lying, unhappily bound under a ""grove of hot springs"". Sigyn is mentioned a second (and final) time in the ending prose section of the poem ""Lokasenna"". In the prose, Loki has been bound by the gods with the guts of his son Nari, his son Váli is described as having been turned into a wolf, and the goddess Skaði fastens a venomous snake over Loki's face, from which venom drips. Sigyn holds a basin under the dripping venom. The basin grows full, and she pulls it away, during which time venom drops on Loki, causing him to writhe so violently that earthquakes occur that shake the entire earth.",High,High,Low,Low,High
166,538-3,21,"Who is sitting sadly with Loki under a ""grove of hot springs""?","Who is sitting happily with Loki under a ""grove of hot springs""?","In stanza 35 of the ""Poetic Edda"" poem ""Völuspá"", a völva tells Odin that, amongst many other things, she sees Sigyn sitting very unhappily with her bound husband, Loki, under a ""grove of hot springs"". Sigyn is mentioned a second (and final) time in the ending prose section of the poem ""Lokasenna"". In the prose, Loki has been bound by the gods with the guts of his son Nari, his son Váli is described as having been turned into a wolf, and the goddess Skaði fastens a venomous snake over Loki's face, from which venom drips. Sigyn holds a basin under the dripping venom. The basin grows full, and she pulls it away, during which time venom drops on Loki, causing him to writhe so violently that earthquakes occur that shake the entire earth.","In stanza 35 of the ""Poetic Edda"" poem ""Völuspá"", a völva tells Odin that, amongst many other things, she sees Sigyn sitting gleefully beside her bound husband, Loki, under a ""grove of hot springs"". Sigyn is mentioned a second (and final) time in the ending prose section of the poem ""Lokasenna"". In the prose, Loki has been bound by the gods with the guts of his son Nari, his son Váli is described as having been turned into a wolf, and the goddess Skaði fastens a venomous snake over Loki's face, from which venom drips. Sigyn holds a basin under the dripping venom. The basin grows full, and she pulls it away, during which time venom drops on Loki, causing him to writhe so violently that earthquakes occur that shake the entire earth.",High,High,Low,Low,High
167,539-2,6,What raid of 1942 was foiled?,What raid of 1942 was not foiled?,"The Battle of the Atlantic began immediately, and from 1943 to 1945 was led by Leonard W. Murray, from Nova Scotia. German U-boats operated in Canadian and Newfoundland waters throughout the war, sinking many naval and merchant vessels. The Canadian army was involved in the failed defence of Hong Kong, the unsuccessful Dieppe Raid in August 1942, the Allied invasion of Italy, and the highly successful invasion of France and the Netherlands in 1944–45.","The Battle of the Atlantic began immediately, and from 1943 to 1945 was led by Leonard W. Murray, from Nova Scotia. German U-boats operated in Canadian and Newfoundland waters throughout the war, sinking many naval and merchant vessels. The Canadian army was involved in the failed defence of Hong Kong, the Dieppe Raid in August 1942, the Allied invasion of Italy, and the highly unsuccessful invasion of France and the Netherlands in 1944–45.",High,High,Low,Low,High
168,539-3,21,When was failed Dieppe raid happened?,When was Dieppe raid happened?,"The Battle of the Atlantic began immediately, and from 1943 to 1945 was led by Leonard W. Murray, from Nova Scotia. German U-boats operated in Canadian and Newfoundland waters throughout the war, sinking many naval and merchant vessels. The Canadian army was involved in the failed defence of Hong Kong, the unsuccessful Dieppe Raid in August 1942, the Allied invasion of Italy, and the highly successful invasion of France and the Netherlands in 1944–45.","The Battle of the Atlantic began immediately, and from 1943 to 1945 was led by Leonard W. Murray, from Nova Scotia. German U-boats operated in Canadian and Newfoundland waters throughout the war, sinking many naval and merchant vessels. The Canadian army was involved in the failed defence of Hong Kong, the Dieppe Raid in August 1942, the Allied invasion of Italy, and the highly successful invasion of France and the Netherlands in 1944–45.",High,High,Low,Low,High
169,540-2,21,What can individuals contain genetically? ,What can nonsexual individuals contain genetically? ,"Arbuscular mycorrhizas are formed only by fungi in the division Glomeromycota. Fossil evidence and DNA sequence analysis suggest that this mutualism appeared 400-460 million years ago, when the first plants were colonizing land. Arbuscular mycorrhizas are found in 85% of all plant families, and occur in many crop species. The hyphae of arbuscular mycorrhizal fungi produce the glycoprotein glomalin, which may be one of the major stores of carbon in the soil. Arbuscular mycorrhizal fungi have (possibly) been asexual for many millions of years and, unusually, individuals can contain many genetically different nuclei (a phenomenon called heterokaryosis).","Arbuscular mycorrhizas are formed only by fungi in the division Glomeromycota. Fossil evidence and DNA sequence analysis suggest that this mutualism appeared 400-460 million years ago, when the first plants were colonizing land. Arbuscular mycorrhizas are found in 85% of all plant families, and occur in many crop species. The hyphae of arbuscular mycorrhizal fungi produce the glycoprotein glomalin, which may be one of the major stores of carbon in the soil. Arbuscular mycorrhizal fungi have (possibly) been reproducing for many millions of years and, unusually, some individuals are asexual and can contain many genetically different nuclei (a phenomenon called heterokaryosis).",High,High,Low,Low,High
170,540-3,21,Who have been epicene for many million of years?,Who have been procreating intimately for many million of years?,"Arbuscular mycorrhizas are formed only by fungi in the division Glomeromycota. Fossil evidence and DNA sequence analysis suggest that this mutualism appeared 400-460 million years ago, when the first plants were colonizing land. Arbuscular mycorrhizas are found in 85% of all plant families, and occur in many crop species. The hyphae of arbuscular mycorrhizal fungi produce the glycoprotein glomalin, which may be one of the major stores of carbon in the soil. Arbuscular mycorrhizal fungi have (possibly) been asexual for many millions of years and, unusually, individuals can contain many genetically different nuclei (a phenomenon called heterokaryosis).","Arbuscular mycorrhizas are formed only by fungi in the division Glomeromycota. Fossil evidence and DNA sequence analysis suggest that this mutualism appeared 400-460 million years ago, when the first plants were colonizing land. Arbuscular mycorrhizas are found in 85% of all plant families, and occur in many crop species. The hyphae of arbuscular mycorrhizal fungi produce the glycoprotein glomalin, which may be one of the major stores of carbon in the soil. Arbuscular mycorrhizal fungi have (possibly) been reproducing sexually for many millions of years and, unusually, individuals can contain many genetically different nuclei (a phenomenon called heterokaryosis).",High,High,Low,Low,High
171,541-2,4,What is seducing a virgin or seeking pleasure from an unmarried woman considered an invasion of in regards to a father?,What is seducing a virgin or seeking pleasure from a woman in wedlock not considered an invasion of in regards to a father?,"Simple fornication: Simple fornication is having sex with one's wife for enjoyment rather than for bearing children. Fornication is also sex between two unmarried people, which is also a mortal sin. Aquinas says that ""fornication is a deadly crime"" (pg. 213). Fornication is a mortal sin, but as Aquinas notes, ""Pope Gregory treated sins of the flesh as less grievous than those of the spirit"" (pg. 217). Fornication was a grave sin such as that against property. Fornication, however, is not as grave as a sin directly against God and human life; therefore, murder is much worse than fornication. Property in this case means that a daughter is the property of her father, and if one does wrong to her, one then does wrong to him; therefore seducing a virgin or seeking pleasure from an unmarried woman is an invasion of a father's property.","Simple fornication: Simple fornication is having sex with one's wife for enjoyment rather than for bearing children. Fornication is also sex between two unmarried people, which is also a mortal sin. Aquinas says that ""fornication is a deadly crime"" (pg. 213). Fornication is a mortal sin, but as Aquinas notes, ""Pope Gregory treated sins of the flesh as less grievous than those of the spirit"" (pg. 217). Fornication was a grave sin such as that against property. Fornication, however, is not as grave as a sin directly against God and human life; therefore, murder is much worse than fornication. Property in this case means that a daughter is the property of her unmarried father, and if one does wrong to her, one then does wrong to him; therefore seducing a virgin or seeking pleasure from a married woman is an invasion of an unmarried father's property.",High,High,Low,Low,High
172,541-3,1,Whose property is violated when someone seeks pleasure from a married woman?,Whose property is violated when someone seeks pleasure from a wed woman?,"Simple fornication: Simple fornication is having sex with one's wife for enjoyment rather than for bearing children. Fornication is also sex between two unmarried people, which is also a mortal sin. Aquinas says that ""fornication is a deadly crime"" (pg. 213). Fornication is a mortal sin, but as Aquinas notes, ""Pope Gregory treated sins of the flesh as less grievous than those of the spirit"" (pg. 217). Fornication was a grave sin such as that against property. Fornication, however, is not as grave as a sin directly against God and human life; therefore, murder is much worse than fornication. Property in this case means that a daughter is the property of her father, and if one does wrong to her, one then does wrong to him; therefore seducing a virgin or seeking pleasure from an unmarried woman is an invasion of a father's property.","Simple fornication: Simple fornication is having sex with one's wife for enjoyment rather than for bearing children. Fornication is also sex between two unmarried people, which is also a mortal sin. Aquinas says that ""fornication is a deadly crime"" (pg. 213). Fornication is a mortal sin, but as Aquinas notes, ""Pope Gregory treated sins of the flesh as less grievous than those of the spirit"" (pg. 217). Fornication was a grave sin such as that against property. Fornication, however, is not as grave as a sin directly against God and human life; therefore, murder is much worse than fornication. Property in this case means that a daughter is the property of her father, and if one does wrong to her, one then does wrong to him; therefore seducing a virgin or seeking pleasure from a married woman is an invasion of a father's property.",High,High,Low,Low,High
173,542-2,22,Which two major cabinet positions were not very rarely filled by peers?,Which major cabinet position was very rarely filled by peers?,"Most Cabinet ministers are from the House of Commons rather than the House of Lords. In particular, all prime ministers since 1902 have been members of the lower house. (Alec Douglas-Home, who became prime minister in 1963 whilst still an earl, disclaimed his peerage and was elected to the Commons soon after his term began.) In recent history, it has been very rare for major cabinet positions (except Lord Chancellor and Leader of the House of Lords) to have been filled by peers.","Most Cabinet ministers are from the House of Commons rather than the House of Lords. In particular, all prime ministers since 1902 have been members of the lower house. (Alec Douglas-Home, who became prime minister in 1963 whilst still an earl, disclaimed his peerage and was elected to the Commons soon after his term began.) In recent history, it has been very rare for major cabinet positions (except Lord Chancellor but including Leader of the House of Lords) to have been filled by peers.",High,High,Low,Low,High
174,542-3,1,Which position along with Leader of the House of Lords is commonly filled by peers?,Which position along with Leader of the House of Lords is rarely filled by peers?,"Most Cabinet ministers are from the House of Commons rather than the House of Lords. In particular, all prime ministers since 1902 have been members of the lower house. (Alec Douglas-Home, who became prime minister in 1963 whilst still an earl, disclaimed his peerage and was elected to the Commons soon after his term began.) In recent history, it has been very rare for major cabinet positions (except Lord Chancellor and Leader of the House of Lords) to have been filled by peers.","Most Cabinet ministers are from the House of Commons rather than the House of Lords. In particular, all prime ministers since 1902 have been members of the lower house. (Alec Douglas-Home, who became prime minister in 1963 whilst still an earl, disclaimed his peerage and was elected to the Commons soon after his term began.) In recent history, it has been very rare for major cabinet positions (including Lord Chancellor and Leader of the House of Lords) to have been filled by peers.",High,High,Low,Low,High
175,543-2,1,Who died of unstated causes in London at the beginning of 1811?,Who died of a sickness in London at the beginning of 1811?,"Johnston took control with the rank of lieutenant-colonel on 25 April 1808 and appointed Charles Grimes, the Surveyor-General, as Judge-Advocate and ordered Macarthur and the six officers be tried; they were found not guilty. Macarthur was then appointed as Colonial Secretary and effectively ran the business affairs of the colony. Another prominent opponent of Bligh, Macarthur's ally Thomas Jamison, was made the colony's Naval Officer (the equivalent of Collector of Customs and Excise). Jamison was also reinstated as a magistrate, which enabled him and his fellow legal officers to scrutinise Bligh's personal papers for evidence of wrongdoing by the deposed governor. In June 1809 Jamison sailed to London to bolster his business interests and give evidence against Bligh in any legal prosecutions that might be brought against the mutineers. Jamison died in London at the beginning of 1811, however, so he did not have an opportunity to testify at Johnston's court martial, which was not conducted until June of that year (see below).","Johnston took control with the rank of lieutenant-colonel on 25 April 1808 and appointed Charles Grimes, the Surveyor-General, as Judge-Advocate and ordered Macarthur and the six officers be tried; they were found not guilty. Macarthur was then appointed as Colonial Secretary and effectively ran the business affairs of the colony. Another prominent opponent of Bligh, Macarthur's ally Thomas Jamison, was made the colony's Naval Officer (the equivalent of Collector of Customs and Excise). Jamison was also reinstated as a magistrate, which enabled him and his fellow legal officers to scrutinise Bligh's personal papers for evidence of wrongdoing by the deposed governor. In June 1809 Jamison sailed to London to bolster his business interests and give evidence against Bligh in any legal prosecutions that might be brought against the mutineers. Jamison died of his illness in London at the beginning of 1811, but not before he was able to testify in the court martial.",High,High,Low,Low,High
176,543-3,13,Who could not testify at Johnston's court martial?,Who could testify at Johnston's court martial?,"Johnston took control with the rank of lieutenant-colonel on 25 April 1808 and appointed Charles Grimes, the Surveyor-General, as Judge-Advocate and ordered Macarthur and the six officers be tried; they were found not guilty. Macarthur was then appointed as Colonial Secretary and effectively ran the business affairs of the colony. Another prominent opponent of Bligh, Macarthur's ally Thomas Jamison, was made the colony's Naval Officer (the equivalent of Collector of Customs and Excise). Jamison was also reinstated as a magistrate, which enabled him and his fellow legal officers to scrutinise Bligh's personal papers for evidence of wrongdoing by the deposed governor. In June 1809 Jamison sailed to London to bolster his business interests and give evidence against Bligh in any legal prosecutions that might be brought against the mutineers. Jamison died in London at the beginning of 1811, however, so he did not have an opportunity to testify at Johnston's court martial, which was not conducted until June of that year (see below).","Johnston took control with the rank of lieutenant-colonel on 25 April 1808 and appointed Charles Grimes, the Surveyor-General, as Judge-Advocate and ordered Macarthur and the six officers be tried; they were found not guilty. Macarthur was then appointed as Colonial Secretary and effectively ran the business affairs of the colony. Another prominent opponent of Bligh, Macarthur's ally Thomas Jamison, was made the colony's Naval Officer (the equivalent of Collector of Customs and Excise). Jamison was also reinstated as a magistrate, which enabled him and his fellow legal officers to scrutinise Bligh's personal papers for evidence of wrongdoing by the deposed governor. In June 1809 Jamison sailed to London to bolster his business interests and give evidence against Bligh in any legal prosecutions that might be brought against the mutineers. Jamison died suddenly in London at the beginning of 1810, though he was able to testify in the early stages of the court martial.",High,High,Low,Low,High
177,544-2,0,"What did the indentured servitude prompt, while avoiding large rebel armies?","What did the indentured servitude not prompt, in addition to large rebel armies?","In the early 20th century and into the Mexican Revolution, the production of coffee was particularly important but labor-intensive. This would lead to a practice called ""enganche"" (hook), where recruiters would lure workers with advanced pay and other incentives such as alcohol and then trap them with debts for travel and other items to be worked off. This practice would lead to a kind of indentured servitude and uprisings in areas of the state, although they never led to large rebel armies as in other parts of Mexico.","In the early 20th century and into the Mexican Revolution, the production of coffee was particularly important but labor-intensive. This would lead to a practice called ""enganche"" (hook), where recruiters would lure workers with advanced pay and other incentives such as alcohol and then trap them with debts for travel and other items to be worked off. This practice would lead to a kind of indentured servitude, but never led to uprisings in areas of the state or large rebel armies as in other parts of Mexico.",High,High,Low,Low,High
178,544-3,1,What practice didn't lead to the formation of large rebel armies?,What practice led to the formation of large rebel armies?,"In the early 20th century and into the Mexican Revolution, the production of coffee was particularly important but labor-intensive. This would lead to a practice called ""enganche"" (hook), where recruiters would lure workers with advanced pay and other incentives such as alcohol and then trap them with debts for travel and other items to be worked off. This practice would lead to a kind of indentured servitude and uprisings in areas of the state, although they never led to large rebel armies as in other parts of Mexico.","In the early 20th century and into the Mexican Revolution, the production of coffee was particularly important but labor-intensive. This would lead to a practice called ""enganche"" (hook), where recruiters would lure workers with advanced pay and other incentives such as alcohol and then trap them with debts for travel and other items to be worked off. This practice would lead to a kind of indentured servitude and uprisings in areas of the state, which grew into large rebel armies as in other parts of Mexico.",High,High,Low,Low,High
179,545-2,23,Who all hated Hitler in Sagan's household?,Who didn't hate Hitler in Sagan's household?,"During World War II Sagan's family worried about the fate of their European relatives. Sagan, however, was generally unaware of the details of the ongoing war. He wrote, ""Sure, we had relatives who were caught up in the Holocaust. Hitler was not a popular fellow in our household... But on the other hand, I was fairly insulated from the horrors of the war."" His sister, Carol, said that their mother ""above all wanted to protect Carl... She had an extraordinarily difficult time dealing with World War II and the Holocaust."" Sagan's book ""The Demon-Haunted World"" (1996) included his memories of this conflicted period, when his family dealt with the realities of the war in Europe but tried to prevent it from undermining his optimistic spirit.","During World War ;II Sagan's family worried about the fate of their European relatives. Sagan, however, was generally unaware of the details of the ongoing war. He wrote, ""Sure, we had relatives who were not caught up in the Holocaust, but our household members still hated Hitler. But on the other hand, I was fairly insulated from the horrors of the war."" His sister, Carol, said that their mother ""above all wanted to protect Carl... She had an extraordinarily difficult time dealing with World War ;II and the Holocaust."" Sagan's book ""The Demon-Haunted World"" (1996) included his memories of this conflicted period, when his family dealt with the realities of the war in Europe but tried to prevent it from undermining his optimistic spirit.",High,High,Low,Low,High
180,545-3,13,Who was not famous in World War II?,Who was famous in World War II?,"During World War II Sagan's family worried about the fate of their European relatives. Sagan, however, was generally unaware of the details of the ongoing war. He wrote, ""Sure, we had relatives who were caught up in the Holocaust. Hitler was not a popular fellow in our household... But on the other hand, I was fairly insulated from the horrors of the war."" His sister, Carol, said that their mother ""above all wanted to protect Carl... She had an extraordinarily difficult time dealing with World War II and the Holocaust."" Sagan's book ""The Demon-Haunted World"" (1996) included his memories of this conflicted period, when his family dealt with the realities of the war in Europe but tried to prevent it from undermining his optimistic spirit.","During World War ;II Sagan's family worried about the fate of their European relatives. Sagan, however, was generally unaware of the details of the ongoing war. He wrote, ""Sure, we had relatives who were caught up in the Holocaust. Hitler was renowned in our household, because I was not apprised of the atrocities of the war."" His sister, Carol, said that their mother ""above all wanted to protect Carl... She had an extraordinarily difficult time dealing with World War ;II and the Holocaust."" Sagan's book ""The Demon-Haunted World"" (1996) included his memories of this conflicted period, when his family dealt with the realities of the war in Europe but tried to prevent it from undermining his optimistic spirit.",High,High,Low,Low,High
181,546-2,13,What was overdubbed in the absence of Beatles' section?,What was overdubbed in the presence of Beatles' section?,"Martin's Bach-inspired piano solo was overdubbed in the Beatles' absence, over a section that they had left empty. Womack says that the baroque aspect of this contribution furthers the song's nostalgic qualities, a point also made by Gould, who adds that, by revisiting the past and presenting emotional themes that are resolved in the narrative, ""In My Life"" serves as the album's only song that ""sounds the Beatles' original ground theme of happiness-in-relationship"".","Martin's Bach-inspired piano solo was overdubbed onto a section that the Beatles had deliberately left empty, which Martin unexpectedly saw as a blank canvas due to the absence of drums and guitar notes. Womack says that the baroque aspect of this contribution furthers the song's nostalgic qualities, a point also made by Gould, who adds that, by revisiting the past and presenting emotional themes that are resolved in the narrative, ""In My Life"" serves as the album's only song that ""sounds the Beatles' original ground theme of happiness-in-relationship"".",High,High,Low,Low,High
182,546-3,1,Whose Bach-inspired piano solo was overdubbed without the Beatles?,Whose Bach-inspired piano solo was overdubbed with the Beatles there?,"Martin's Bach-inspired piano solo was overdubbed in the Beatles' absence, over a section that they had left empty. Womack says that the baroque aspect of this contribution furthers the song's nostalgic qualities, a point also made by Gould, who adds that, by revisiting the past and presenting emotional themes that are resolved in the narrative, ""In My Life"" serves as the album's only song that ""sounds the Beatles' original ground theme of happiness-in-relationship"".","Martin's Bach-inspired piano solo was overdubbed in the Beatles' presence, over a section that they had left empty for that purpose. Womack says that the baroque aspect of this contribution furthers the song's nostalgic qualities, a point also made by Gould, who adds that, by revisiting the past and presenting emotional themes that are resolved in the narrative, ""In My Life"" serves as the album's only song that ""sounds the Beatles' original ground theme of happiness-in-relationship"".",High,High,Low,Low,High
183,547-2,6,"What ""Annual Register"" cofounder's contribution to the publication is ambiguous?","What ""Annual Register"" cofounder's contribution to the publication is  not ambiguous?","During the year following that contract, Burke founded with Dodsley the influential ""Annual Register"", a publication in which various authors evaluated the international political events of the previous year. The extent to which Burke contributed to the ""Annual Register"" is unclear. In his biography of Burke, Robert Murray quotes the ""Register"" as evidence of Burke's opinions, yet Philip Magnus in his biography does not cite it directly as a reference. Burke remained the chief editor of the publication until at least 1789 and there is no evidence that any other writer contributed to it before 1766.","During the year following that contract, Burke founded with Dodsley the influential ""Annual Register"", a publication in which various authors evaluated the international political events of the previous year. The extent to which others contributed to the ""Annual Register"" remains unclear, Burke's level of involvement in its editorial decisions was always well documented. In his biography of Burke, Robert Murray quotes the ""Register"" as evidence of Burke's opinions, yet Philip Magnus in his biography does not cite it directly as a reference. Burke remained the chief editor of the publication until at least 1789 and there is no evidence that any other writer contributed to it before 1766.",High,High,Low,Low,High
184,547-3,6,Whose contribution to an influential publication is uncertain?,Whose contribution to an influential publication is not uncertain?,"During the year following that contract, Burke founded with Dodsley the influential ""Annual Register"", a publication in which various authors evaluated the international political events of the previous year. The extent to which Burke contributed to the ""Annual Register"" is unclear. In his biography of Burke, Robert Murray quotes the ""Register"" as evidence of Burke's opinions, yet Philip Magnus in his biography does not cite it directly as a reference. Burke remained the chief editor of the publication until at least 1789 and there is no evidence that any other writer contributed to it before 1766.","During the year following that contract, Burke founded with Dodsley the influential ""Annual Register"", a publication in which various authors evaluated the international political events of the previous year. The extent to which Burke contributed to the Register's commentary was well documented. In his biography of Burke, Robert Murray quotes the ""Register"" as evidence of Burke's opinions, yet Philip Magnus in his biography does not cite it directly as a reference. Burke remained the chief editor of the publication until at least 1789 and there is no evidence that any other writer contributed to it before 1766.",High,High,Low,Low,High
185,548-2,13,Which film received unfavorable reviews?,Which film received favorable reviews?,"Hepburn stayed active throughout the 1970s, focusing on roles described by Andrew Britton as ""either a devouring mother or a batty old lady living [alone]"". First she traveled to Spain to film a version of Euripides' ""The Trojan Women"" (1971) alongside Vanessa Redgrave. When asked why she had taken the role, she responded that she wanted to broaden her range and try everything while she still had time. The movie was poorly received, but the Kansas City Film Critics Circle named Hepburn's performance the best from an actress that year. In 1971, she signed on to star in an adaptation of Graham Greene's ""Travels with My Aunt"", but was unhappy with early versions of the script and took to rewriting it herself. The studio disliked her changes, so Hepburn abandoned the project and was replaced with Maggie Smith. Her next film, an adaptation of Edward Albee's ""A Delicate Balance"" (1973) directed by Tony Richardson, had a small release and received generally unfavorable reviews.","Hepburn stayed active throughout the 1970s, focusing on roles described by Andrew Britton as ""either a devouring mother or a batty old lady living [alone]"". First she traveled to Spain to film a version of Euripides' ""The Trojan Women"" (1971) alongside Vanessa Redgrave. When asked why she had taken the role, she responded that she wanted to broaden her range and try everything while she still had time. The movie was poorly received, but the Kansas City Film Critics Circle named Hepburn's performance the best from an actress that year. In 1971, she signed on to star in an adaptation of Graham Greene's ""Travels with My Aunt"", but was unhappy with early versions of the script and took to rewriting it herself. The studio disliked her changes, so Hepburn abandoned the project and was replaced with Maggie Smith. Her next film, an adaptation of Edward Albee's ""A Delicate Balance"" (1973) directed by Tony Richardson, had a small release yet despite its unfavorable box-office returns, it received rave reviews.",High,High,Low,Low,High
